Distributors,Retailers,PO_Number,PO_Date,PO_Requested_Delivery_Date,PO_Amount,PO_Status,Actual Fulfillment Date,Invoice_Number,Invoice_Date,Invoice_Amount,Shipping_City,Shipping_State,Shipping_State_Code,Shipping_Country,Shipping_Country_Code,Shipping_Postal_Code,PO_Link,Manual_Invoice_Link,SPS_Invoices,Manual_Invoice_Link1,year_month_PO,Delay_Days,PO_Delivery_Status,UPC/GTIN,SKU,SKU_Qty,PO_Case_Price,PO_Sales,Invoice_Qty,Invoice_Case_Price,Status,total_sales,Box_per_Case,Location,Qty Diff,Amt Diff,Channel,Unit List Cost,Common_PO_Date,Common_Invoice_Date,New_PO_Delivery_Status,New_Status
AG Baton Rouge,AG Baton Rouge,PO473870,2024-04-05,2024-04-19,13518.24,Fulfilled,2024-04-18,AG001,2024-04-18,13518.24, Baton Rouge,Los Angeles,LA,United States,US,70810,PO473870.pdf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Efj9RqlbfGdDkm1VWvNbl8EBsi2zPkO7SmCZVo2VKNBwMg?e=cz074r,,,2024-4,-1.0,Delivered on Time,850023080742.0,CBP10RO20,48.0,25.6,1228.8,48.0,25.6,Fulfilled,1228.8,8.0,East,0.0,0.0,Retail,3.2,Apr-2024,Apr-2024,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO473870,2024-04-05,2024-04-19,13518.24,Fulfilled,2024-04-18,AG001,2024-04-18,13518.24, Baton Rouge,Los Angeles,LA,United States,US,70810,PO473870.pdf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Efj9RqlbfGdDkm1VWvNbl8EBsi2zPkO7SmCZVo2VKNBwMg?e=cz074r,,,2024-4,-1.0,Delivered on Time,850023080551.0,CBP9RO20,85.0,18.0,1530.0,85.0,18.0,Fulfilled,1530.0,8.0,East,0.0,0.0,Retail,2.25,Apr-2024,Apr-2024,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO473870,2024-04-05,2024-04-19,13518.24,Fulfilled,2024-04-18,AG001,2024-04-18,13518.24, Baton Rouge,Los Angeles,LA,United States,US,70810,PO473870.pdf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Efj9RqlbfGdDkm1VWvNbl8EBsi2zPkO7SmCZVo2VKNBwMg?e=cz074r,,,2024-4,-1.0,Delivered on Time,850023080575.0,CBB16RO20,45.0,18.0,810.0,45.0,18.0,Fulfilled,810.0,8.0,East,0.0,0.0,Retail,2.25,Apr-2024,Apr-2024,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO473870,2024-04-05,2024-04-19,13518.24,Fulfilled,2024-04-18,AG001,2024-04-18,13518.24, Baton Rouge,Los Angeles,LA,United States,US,70810,PO473870.pdf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Efj9RqlbfGdDkm1VWvNbl8EBsi2zPkO7SmCZVo2VKNBwMg?e=cz074r,,,2024-4,-1.0,Delivered on Time,850023080612.0,CCS24,60.0,48.0,2880.0,60.0,48.0,Fulfilled,2880.0,24.0,East,0.0,0.0,Retail,2.0,Apr-2024,Apr-2024,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO473870,2024-04-05,2024-04-19,13518.24,Fulfilled,2024-04-18,AG001,2024-04-18,13518.24, Baton Rouge,Los Angeles,LA,United States,US,70810,PO473870.pdf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Efj9RqlbfGdDkm1VWvNbl8EBsi2zPkO7SmCZVo2VKNBwMg?e=cz074r,,,2024-4,-1.0,Delivered on Time,810103156217.0,CTB13GDS25,60.0,48.8,2928.0,60.0,48.8,Fulfilled,2928.0,8.0,East,0.0,0.0,Retail,6.1,Apr-2024,Apr-2024,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO473870,2024-04-05,2024-04-19,13518.24,Fulfilled,2024-04-18,AG001,2024-04-18,13518.24, Baton Rouge,Los Angeles,LA,United States,US,70810,PO473870.pdf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Efj9RqlbfGdDkm1VWvNbl8EBsi2zPkO7SmCZVo2VKNBwMg?e=cz074r,,,2024-4,-1.0,Delivered on Time,81010315107.0,CBC20,56.0,39.84,2231.04,56.0,39.84,Fulfilled,2231.04,8.0,East,0.0,0.0,Retail,4.98,Apr-2024,Apr-2024,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO473870,2024-04-05,2024-04-19,13518.24,Fulfilled,2024-04-18,AG001,2024-04-18,13518.24, Baton Rouge,Los Angeles,LA,United States,US,70810,PO473870.pdf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Efj9RqlbfGdDkm1VWvNbl8EBsi2zPkO7SmCZVo2VKNBwMg?e=cz074r,,,2024-4,-1.0,Delivered on Time,81010315103.0,PLAS100,40.0,47.76,1910.4,40.0,47.76,Fulfilled,1910.4,24.0,East,0.0,0.0,Retail,1.99,Apr-2024,Apr-2024,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO498327,2025-01-07,2025-01-22,2378.64,Short Shipped,2025-01-28,AG002,2025-01-28,1542.0, Baton Rouge,Los Angeles,LA,United States,US,70810,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYOJP3jq6EpHlnV2OqrrikQBdJfok5Ga5rryUYGvIiklWw?e=Rqn7u2,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWZmUEUAw3lHmOn5RqV1yuwBmkrm0cLgAG1HwfMF0xIt1A?e=Vtt93G,,,2025-1,6.0,Delivered Late,850023080575.0,CBB16RO20,45.0,18.0,810.0,45.0,18.0,Fulfilled,810.0,8.0,East,0.0,0.0,Retail,2.25,Jan-2025,Jan-2025,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO498327,2025-01-07,2025-01-22,2378.64,Short Shipped,2025-01-28,AG002,2025-01-28,1542.0, Baton Rouge,Los Angeles,LA,United States,US,70810,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYOJP3jq6EpHlnV2OqrrikQBdJfok5Ga5rryUYGvIiklWw?e=Rqn7u2,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWZmUEUAw3lHmOn5RqV1yuwBmkrm0cLgAG1HwfMF0xIt1A?e=Vtt93G,,,2025-1,6.0,Delivered Late,810103156217.0,CTB13GDS25,15.0,48.8,732.0,15.0,48.8,Fulfilled,732.0,8.0,East,0.0,0.0,Retail,6.1,Jan-2025,Jan-2025,Fulfilled,Fulfilled
AG Baton Rouge,AG Baton Rouge,PO498327,2025-01-07,2025-01-22,2378.64,Short Shipped,2025-01-28,AG002,2025-01-28,1542.0, Baton Rouge,Los Angeles,LA,United States,US,70810,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYOJP3jq6EpHlnV2OqrrikQBdJfok5Ga5rryUYGvIiklWw?e=Rqn7u2,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWZmUEUAw3lHmOn5RqV1yuwBmkrm0cLgAG1HwfMF0xIt1A?e=Vtt93G,,,2025-1,6.0,Delivered Late,81010315107.0,CBC20,21.0,39.84,836.6400000000001,0.0,0.0,Short Shipped,0.0,8.0,East,21.0,836.6400000000001,Retail,4.98,Jan-2025,Jan-2025,Fulfilled,Short Shipped
UNFI,Independent,PO17410941,2022-06-09,2022-06-14,12228.96,Fulfilled,2022-06-22,UNFI001,2022-06-23,12228.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXbSsy9A9ihBrn9ZunYAyKQByqQoi_3TMg7eNow7ExJ94g?e=ZEC1wV,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EZkBtVClSdlEvGdt855u7S0BIqPA_3oH1c_2ZOxUXVjX7g?e=PNKf7I,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EdmY8i5_As5Iq19KRBQGuxMBTjtzxw7DD0Ypp1qX0pE-lA?e=WghmNo,,2022-6,8.0,Delivered Late,850023080424.0,CTB13G25,54.0,49.6,2678.4,54.0,49.6,Fulfilled,2678.4,8.0,East,0.0,0.0,Retail,6.1,Jun-2022,Jun-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17410941,2022-06-09,2022-06-14,12228.96,Fulfilled,2022-06-22,UNFI001,2022-06-23,12228.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXbSsy9A9ihBrn9ZunYAyKQByqQoi_3TMg7eNow7ExJ94g?e=ZEC1wV,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EZkBtVClSdlEvGdt855u7S0BIqPA_3oH1c_2ZOxUXVjX7g?e=PNKf7I,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EdmY8i5_As5Iq19KRBQGuxMBTjtzxw7DD0Ypp1qX0pE-lA?e=WghmNo,,2022-6,8.0,Delivered Late,850023080608.0,CTB4G25,40.0,35.88,1435.2,40.0,35.88,Fulfilled,1435.2,12.0,East,0.0,0.0,Retail,2.93,Jun-2022,Jun-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17410941,2022-06-09,2022-06-14,12228.96,Fulfilled,2022-06-22,UNFI001,2022-06-23,12228.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXbSsy9A9ihBrn9ZunYAyKQByqQoi_3TMg7eNow7ExJ94g?e=ZEC1wV,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EZkBtVClSdlEvGdt855u7S0BIqPA_3oH1c_2ZOxUXVjX7g?e=PNKf7I,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EdmY8i5_As5Iq19KRBQGuxMBTjtzxw7DD0Ypp1qX0pE-lA?e=WghmNo,,2022-6,8.0,Delivered Late,850023080417.0,CTB8G25,54.0,39.92,2155.68,54.0,39.92,Fulfilled,2155.68,8.0,East,0.0,0.0,Retail,4.3,Jun-2022,Jun-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17410941,2022-06-09,2022-06-14,12228.96,Fulfilled,2022-06-22,UNFI001,2022-06-23,12228.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXbSsy9A9ihBrn9ZunYAyKQByqQoi_3TMg7eNow7ExJ94g?e=ZEC1wV,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EZkBtVClSdlEvGdt855u7S0BIqPA_3oH1c_2ZOxUXVjX7g?e=PNKf7I,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EdmY8i5_As5Iq19KRBQGuxMBTjtzxw7DD0Ypp1qX0pE-lA?e=WghmNo,,2022-6,8.0,Delivered Late,850023080455.0,PLP10SQ20,64.0,49.6,3174.4,64.0,49.6,Fulfilled,3174.4,8.0,East,0.0,0.0,Retail,6.0,Jun-2022,Jun-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17410941,2022-06-09,2022-06-14,12228.96,Fulfilled,2022-06-22,UNFI001,2022-06-23,12228.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXbSsy9A9ihBrn9ZunYAyKQByqQoi_3TMg7eNow7ExJ94g?e=ZEC1wV,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EZkBtVClSdlEvGdt855u7S0BIqPA_3oH1c_2ZOxUXVjX7g?e=PNKf7I,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EdmY8i5_As5Iq19KRBQGuxMBTjtzxw7DD0Ypp1qX0pE-lA?e=WghmNo,,2022-6,8.0,Delivered Late,850023080486.0,PLP8SQ20,64.0,43.52,2785.28,64.0,43.52,Fulfilled,2785.28,8.0,East,0.0,0.0,Retail,5.22,Jun-2022,Jun-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17412470,2022-06-28,2022-07-04,6919.2,Fulfilled,2022-07-05,UNFI002,2022-07-11,6919.2,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWxXdfZNZpdLt8NdCEZ32PsBdfgRZZwWyNOB4CqFWHYBjw?e=gKymno,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ESK8kR99zpFNqh-N7q7LjcgB8G_yTL8qvM6MJbvq2KBR1w?e=WLG5mq,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXZU1gtC-5ZJqy6948QMZpMBzjjIndW759VJqE3NzcM4Pw?e=GUiORT,,2022-6,1.0,Delivered Late,850023080424.0,CTB13G25,36.0,49.6,1785.6,36.0,49.6,Fulfilled,1785.6,8.0,East,0.0,0.0,Retail,6.1,Jun-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17412470,2022-06-28,2022-07-04,6919.2,Fulfilled,2022-07-05,UNFI002,2022-07-11,6919.2,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWxXdfZNZpdLt8NdCEZ32PsBdfgRZZwWyNOB4CqFWHYBjw?e=gKymno,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ESK8kR99zpFNqh-N7q7LjcgB8G_yTL8qvM6MJbvq2KBR1w?e=WLG5mq,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXZU1gtC-5ZJqy6948QMZpMBzjjIndW759VJqE3NzcM4Pw?e=GUiORT,,2022-6,1.0,Delivered Late,850023080608.0,CTB4G25,40.0,35.88,1435.2,40.0,35.88,Fulfilled,1435.2,12.0,East,0.0,0.0,Retail,2.93,Jun-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17412470,2022-06-28,2022-07-04,6919.2,Fulfilled,2022-07-05,UNFI002,2022-07-11,6919.2,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWxXdfZNZpdLt8NdCEZ32PsBdfgRZZwWyNOB4CqFWHYBjw?e=gKymno,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ESK8kR99zpFNqh-N7q7LjcgB8G_yTL8qvM6MJbvq2KBR1w?e=WLG5mq,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXZU1gtC-5ZJqy6948QMZpMBzjjIndW759VJqE3NzcM4Pw?e=GUiORT,,2022-6,1.0,Delivered Late,850023080417.0,CTB8G25,18.0,39.92,718.5600000000001,18.0,39.92,Fulfilled,718.5600000000001,8.0,East,0.0,0.0,Retail,4.3,Jun-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17412470,2022-06-28,2022-07-04,6919.2,Fulfilled,2022-07-05,UNFI002,2022-07-11,6919.2,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWxXdfZNZpdLt8NdCEZ32PsBdfgRZZwWyNOB4CqFWHYBjw?e=gKymno,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ESK8kR99zpFNqh-N7q7LjcgB8G_yTL8qvM6MJbvq2KBR1w?e=WLG5mq,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXZU1gtC-5ZJqy6948QMZpMBzjjIndW759VJqE3NzcM4Pw?e=GUiORT,,2022-6,1.0,Delivered Late,850023080455.0,PLP10SQ20,32.0,49.6,1587.2,32.0,49.6,Fulfilled,1587.2,8.0,East,0.0,0.0,Retail,6.0,Jun-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17412470,2022-06-28,2022-07-04,6919.2,Fulfilled,2022-07-05,UNFI002,2022-07-11,6919.2,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWxXdfZNZpdLt8NdCEZ32PsBdfgRZZwWyNOB4CqFWHYBjw?e=gKymno,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ESK8kR99zpFNqh-N7q7LjcgB8G_yTL8qvM6MJbvq2KBR1w?e=WLG5mq,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXZU1gtC-5ZJqy6948QMZpMBzjjIndW759VJqE3NzcM4Pw?e=GUiORT,,2022-6,1.0,Delivered Late,850023080486.0,PLP8SQ20,32.0,43.52,1392.64,32.0,43.52,Fulfilled,1392.64,8.0,East,0.0,0.0,Retail,5.22,Jun-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17413258,2022-07-07,2022-07-12,6744.96,Fulfilled,2022-07-11,UNFI003,2022-07-12,6744.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWMA6aPuzf1AlV3896Q-L_MBlqG5h08lulHz4q-9AbyjHg?e=lZ2Ypi,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EYOozucP8atIj7Y-Schs-qABPZx_UK6i3UpJLc4JKola0Q?e=fyzEHO,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcMX4efeAOBPp_5PUrPp6AoBVTZco1dMd8ZAWWMbOZrJhg?e=z0Jatq,,2022-7,-1.0,Delivered on Time,850023080424.0,CTB13G25,18.0,49.6,892.8000000000001,18.0,49.6,Fulfilled,892.8000000000001,8.0,East,0.0,0.0,Retail,6.1,Jul-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17413258,2022-07-07,2022-07-12,6744.96,Fulfilled,2022-07-11,UNFI003,2022-07-12,6744.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWMA6aPuzf1AlV3896Q-L_MBlqG5h08lulHz4q-9AbyjHg?e=lZ2Ypi,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EYOozucP8atIj7Y-Schs-qABPZx_UK6i3UpJLc4JKola0Q?e=fyzEHO,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcMX4efeAOBPp_5PUrPp6AoBVTZco1dMd8ZAWWMbOZrJhg?e=z0Jatq,,2022-7,-1.0,Delivered on Time,850023080608.0,CTB4G25,40.0,35.88,1435.2,40.0,35.88,Fulfilled,1435.2,12.0,East,0.0,0.0,Retail,2.93,Jul-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17413258,2022-07-07,2022-07-12,6744.96,Fulfilled,2022-07-11,UNFI003,2022-07-12,6744.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWMA6aPuzf1AlV3896Q-L_MBlqG5h08lulHz4q-9AbyjHg?e=lZ2Ypi,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EYOozucP8atIj7Y-Schs-qABPZx_UK6i3UpJLc4JKola0Q?e=fyzEHO,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcMX4efeAOBPp_5PUrPp6AoBVTZco1dMd8ZAWWMbOZrJhg?e=z0Jatq,,2022-7,-1.0,Delivered on Time,850023080417.0,CTB8G25,36.0,39.92,1437.12,36.0,39.92,Fulfilled,1437.12,8.0,East,0.0,0.0,Retail,4.3,Jul-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17413258,2022-07-07,2022-07-12,6744.96,Fulfilled,2022-07-11,UNFI003,2022-07-12,6744.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWMA6aPuzf1AlV3896Q-L_MBlqG5h08lulHz4q-9AbyjHg?e=lZ2Ypi,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EYOozucP8atIj7Y-Schs-qABPZx_UK6i3UpJLc4JKola0Q?e=fyzEHO,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcMX4efeAOBPp_5PUrPp6AoBVTZco1dMd8ZAWWMbOZrJhg?e=z0Jatq,,2022-7,-1.0,Delivered on Time,850023080455.0,PLP10SQ20,32.0,49.6,1587.2,32.0,49.6,Fulfilled,1587.2,8.0,East,0.0,0.0,Retail,6.0,Jul-2022,Jul-2022,Fulfilled,Fulfilled
UNFI,Independent,PO17413258,2022-07-07,2022-07-12,6744.96,Fulfilled,2022-07-11,UNFI003,2022-07-12,6744.96,Allentown,Pennsylvania,PA,United States,US,18078,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWMA6aPuzf1AlV3896Q-L_MBlqG5h08lulHz4q-9AbyjHg?e=lZ2Ypi,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EYOozucP8atIj7Y-Schs-qABPZx_UK6i3UpJLc4JKola0Q?e=fyzEHO,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcMX4efeAOBPp_5PUrPp6AoBVTZco1dMd8ZAWWMbOZrJhg?e=z0Jatq,,2022-7,-1.0,Delivered on Time,850023080486.0,PLP8SQ20,32.0,43.52,1392.64,32.0,43.52,Fulfilled,1392.64,8.0,East,0.0,0.0,Retail,5.22,Jul-2022,Jul-2022,Fulfilled,Fulfilled
ID Company,ID Company,ID001,2023-09-07,2023-09-27,3220.49,Short Shipped,2023-10-31,IDC001,2023-10-31,2705.49,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EXEuY4OiRLJAvbjvLw_tIFYBO-_V1UuDgzOhvJiqfQdEuQ?e=YtrnPX,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ETyffBheCstHnDGedk7mGusB7VHkt-TFA5N0570Ig3BHrQ?e=fiPaFq,,,2023-9,34.0,Delivered Late,810103156937.0,CB4CMT01,5000.0,0.644098,3220.49,4900.0,0.652140816,Short Shipped,3195.4899984,1.0,West,100.0,64.40979999999999,B2B,,Sep-2023,Oct-2023,Fulfilled,Short Shipped
ID Company,ID Company,ID002,2023-08-28,2023-10-15,18100.0,Short Shipped,2023-10-15,IDC002,2023-10-15,8187.5,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbqynEeMLoxGrS_Rp_ht8S0BF99MfjIYQl2tYMkJ35rFNw?e=We8gS6,,,,2023-8,0.0,Delivered on Time,810103156937.0,CB4CMT01,20000.0,0.25,5000.0,5250.0,0.15,Short Shipped,787.5,1.0,West,14750.0,3687.5,B2B,,Aug-2023,Oct-2023,Fulfilled,Short Shipped
ID Company,ID Company,ID002,2023-08-28,2023-10-15,18100.0,Short Shipped,2023-10-15,IDC002,2023-10-15,8187.5,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbqynEeMLoxGrS_Rp_ht8S0BF99MfjIYQl2tYMkJ35rFNw?e=We8gS6,,,,2023-8,0.0,Delivered on Time,810103156944.0,CB3CMT01,20000.0,0.2,4000.0,20000.0,0.1,Fulfilled,2000.0,1.0,West,0.0,0.0,B2B,,Aug-2023,Oct-2023,Fulfilled,Fulfilled
ID Company,ID Company,ID002,2023-08-28,2023-10-15,18100.0,Short Shipped,2023-10-15,IDC002,2023-10-15,8187.5,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbqynEeMLoxGrS_Rp_ht8S0BF99MfjIYQl2tYMkJ35rFNw?e=We8gS6,,,,2023-8,0.0,Delivered on Time,810103156999.0,CPB4RO01,20000.0,0.055,1100.0,20000.0,0.03,Fulfilled,600.0,1.0,West,0.0,0.0,B2B,,Aug-2023,Oct-2023,Fulfilled,Fulfilled
ID Company,ID Company,ID002,2023-08-28,2023-10-15,18100.0,Short Shipped,2023-10-15,IDC002,2023-10-15,8187.5,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbqynEeMLoxGrS_Rp_ht8S0BF99MfjIYQl2tYMkJ35rFNw?e=We8gS6,,,,2023-8,0.0,Delivered on Time,810103157002.0,CPB8RO01,20000.0,0.12,2400.0,20000.0,0.08,Fulfilled,1600.0,1.0,West,0.0,0.0,B2B,,Aug-2023,Oct-2023,Fulfilled,Fulfilled
ID Company,ID Company,ID002,2023-08-28,2023-10-15,18100.0,Short Shipped,2023-10-15,IDC002,2023-10-15,8187.5,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbqynEeMLoxGrS_Rp_ht8S0BF99MfjIYQl2tYMkJ35rFNw?e=We8gS6,,,,2023-8,0.0,Delivered on Time,810103157019.0,BK01,20000.0,0.07,1400.0,20000.0,0.04,Fulfilled,800.0,1.0,West,0.0,0.0,B2B,,Aug-2023,Oct-2023,Fulfilled,Fulfilled
ID Company,ID Company,ID002,2023-08-28,2023-10-15,18100.0,Short Shipped,2023-10-15,IDC002,2023-10-15,8187.5,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbqynEeMLoxGrS_Rp_ht8S0BF99MfjIYQl2tYMkJ35rFNw?e=We8gS6,,,,2023-8,0.0,Delivered on Time,810103157026.0,BF01,20000.0,0.07,1400.0,20000.0,0.04,Fulfilled,800.0,1.0,West,0.0,0.0,B2B,,Aug-2023,Oct-2023,Fulfilled,Fulfilled
ID Company,ID Company,ID002,2023-08-28,2023-10-15,18100.0,Short Shipped,2023-10-15,IDC002,2023-10-15,8187.5,Antioch,California,CA,United States,US,94509,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbqynEeMLoxGrS_Rp_ht8S0BF99MfjIYQl2tYMkJ35rFNw?e=We8gS6,,,,2023-8,0.0,Delivered on Time,810103157033.0,BS01,40000.0,0.07,2800.0,40000.0,0.04,Fulfilled,1600.0,1.0,West,0.0,0.0,B2B,,Aug-2023,Oct-2023,Fulfilled,Fulfilled
ID Company,ID Company,PO4152024,2024-04-12,2024-04-19,11980.0,Fulfilled,2024-04-19,IDC003,2024-04-19,11980.0,Antioch,California,CA,United States,US,94509,PO4152024.pdf,IDC003.pdf,,,2024-4,0.0,Delivered on Time,810103156937.0,CB4CMT01,34.0,150.0,5100.0,34.0,150.0,Fulfilled,5100.0,600.0,West,0.0,0.0,B2B,,Apr-2024,Apr-2024,Fulfilled,Fulfilled
ID Company,ID Company,PO4152024,2024-04-12,2024-04-19,11980.0,Fulfilled,2024-04-19,IDC003,2024-04-19,11980.0,Antioch,California,CA,United States,US,94509,PO4152024.pdf,IDC003.pdf,,,2024-4,0.0,Delivered on Time,810103156944.0,CB3CMT01,34.0,120.0,4080.0,34.0,120.0,Fulfilled,4080.0,600.0,West,0.0,0.0,B2B,,Apr-2024,Apr-2024,Fulfilled,Fulfilled
