Distributors,Retailers,PO_Number,PO_Date,PO_Requested_Delivery_Date,PO_Amount,PO_Status,Actual Fulfillment Date,Invoice_Number,Invoice_Date,Invoice_Amount,Shipping_City,Shipping_State,Shipping_State_Code,Shipping_Country,Shipping_Country_Code,Shipping_Postal_Code,PO_Link,Manual_Invoice_Link,SPS_Invoices,Manual_Invoice_Link1,year_month_PO,Delay_Days,PO_Delivery_Status,UPC/GTIN,SKU,SKU_Qty,PO_Case_Price,PO_Sales,Invoice_Qty,Invoice_Case_Price,Status,total_sales,Box_per_Case,Location,Qty Diff,Amt Diff,Channel,Unit List Cost,Common_PO_Date,Common_Invoice_Date,New_PO_Delivery_Status,New_Status
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103151031.0,PLAS100,1.0,37.92,37.92,1.0,37.92,Fulfilled,37.92,24.0,East,0.0,0.0,Retail,1.99,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103151079.0,CBC20,1.0,27.04,27.04,1.0,27.04,Fulfilled,27.04,8.0,East,0.0,0.0,Retail,4.98,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103151222.0,CZLQ50,1.0,61.08,61.08,1.0,61.08,Fulfilled,61.08,12.0,East,0.0,0.0,Retail,6.49,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103151239.0,CZLSW50,1.0,47.28,47.28,1.0,47.28,Fulfilled,47.28,12.0,East,0.0,0.0,Retail,4.99,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103151246.0,CZLS50,1.0,27.24,27.24,1.0,27.24,Fulfilled,27.24,12.0,East,0.0,0.0,Retail,2.99,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103155077.0,BCW64P01,1.0,27.04,27.04,0.0,0.0,Short Shipped,0.0,16.0,East,1.0,27.04,Retail,2.59,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103155817.0,BFW48P01,1.0,43.2,43.2,0.0,0.0,Short Shipped,0.0,16.0,East,1.0,43.2,Retail,,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103155923.0,BFW48P02,1.0,42.08,42.08,0.0,0.0,Short Shipped,0.0,8.0,East,1.0,42.08,Retail,3.1,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103156197.0,CCSS24,1.0,44.88,44.88,1.0,44.88,Fulfilled,44.88,24.0,East,0.0,0.0,Retail,2.0,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103156203.0,CCSF24,1.0,44.88,44.88,1.0,44.88,Fulfilled,44.88,24.0,East,0.0,0.0,Retail,2.0,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103157613.0,CBTP3P300P04,2.0,22.2,44.4,2.0,22.2,Fulfilled,44.4,6.0,East,0.0,0.0,Retail,,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103157620.0,CBKPT2P150P02,1.0,47.76,47.76,0.0,0.0,Short Shipped,0.0,12.0,East,1.0,47.76,Retail,,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103157897.0,CBKPT2P150P06,3.0,40.8,122.4,0.0,0.0,Short Shipped,0.0,4.0,East,3.0,122.39999999999999,Retail,,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103158085.0,CBFT2P100P01,1.0,15.6,15.6,0.0,0.0,Short Shipped,0.0,12.0,East,1.0,15.6,Retail,,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103158207.0,CBFT2P100P04,4.0,14.76,59.04,0.0,0.0,Short Shipped,0.0,3.0,East,4.0,59.04,Retail,,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,810103158375.0,CBTP3P300P12,3.0,38.6,115.8,3.0,38.6,Fulfilled,115.8,4.0,East,0.0,0.0,Retail,,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080554.0,CBP9RO20,1.0,14.96,14.96,1.0,14.96,Fulfilled,14.96,8.0,East,0.0,0.0,Retail,2.25,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080561.0,CBP6RO20,1.0,7.2,7.2,0.0,0.0,Short Shipped,0.0,8.0,East,1.0,7.2,Retail,1.42,Jul-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080578.0,CBB16RO20,1.0,13.6,13.6,1.0,13.6,Fulfilled,13.6,8.0,East,0.0,0.0,Retail,2.25,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080615.0,CCS24,1.0,44.88,44.88,1.0,44.88,Fulfilled,44.88,24.0,East,0.0,0.0,Retail,2.0,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080639.0,CBP9RO50,1.0,33.92,33.92,1.0,33.92,Fulfilled,33.92,8.0,East,0.0,0.0,Retail,5.45,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080646.0,CBP6RO50,1.0,15.92,15.92,1.0,15.92,Fulfilled,15.92,8.0,East,0.0,0.0,Retail,3.49,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080653.0,CBB16RO50,1.0,31.52,31.52,1.0,31.52,Fulfilled,31.52,8.0,East,0.0,0.0,Retail,5.29,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080677.0,CPC25NL,1.0,27.28,27.28,1.0,27.28,Fulfilled,27.28,8.0,East,0.0,0.0,Retail,4.62,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080745.0,CBP10RO20,1.0,20.4,20.4,1.0,20.4,Fulfilled,20.4,8.0,East,0.0,0.0,Retail,3.2,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00602534,2024-07-31,2024-08-14,1261.52,Short Shipped,2024-08-28,VC002,2024-08-28,795.56,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Ea8InYfv8mxGm1FW_9eYVyABHcDdmvgWSIWxwO2XZCbvzA?e=vxjSap,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY6u_Sq6fzBGvb0uKOz9vu4B87D8dayXlcMgr9d6LDAOWA?e=LAZckw,,,2024-7,14.0,Delivered Late,850023080752.0,CBP10RO50,1.0,45.28,45.28,1.0,45.28,Fulfilled,45.28,8.0,East,0.0,0.0,Retail,7.31,Jul-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103150416.0,BBW64P01,3.0,13.52,40.56,3.0,13.42,Fulfilled,40.26,8.0,East,0.0,0.0,Retail,2.59,Aug-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103150430.0,BCW64P04,6.0,22.52,135.12,0.0,0.0,Short Shipped,0.0,4.0,East,6.0,135.12,Retail,7.45,Aug-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103150904.0,CZLG20,2.0,44.28,88.56,2.0,44.28,Fulfilled,88.56,12.0,East,0.0,0.0,Retail,4.29,Aug-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103150911.0,CZLQ25,3.0,34.08,102.24,0.0,0.0,Short Shipped,0.0,12.0,East,3.0,102.24,Retail,2.99,Aug-2024,Aug-2024,Fulfilled,Short Shipped
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103150928.0,CZLSW25,2.0,23.88,47.76,2.0,23.88,Fulfilled,47.76,12.0,East,0.0,0.0,Retail,2.49,Aug-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103150935.0,CZLS25,1.0,15.6,15.6,1.0,15.6,Fulfilled,15.6,12.0,East,0.0,0.0,Retail,1.49,Aug-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103151031.0,PLAS100,1.0,37.92,37.92,1.0,37.92,Fulfilled,37.92,24.0,East,0.0,0.0,Retail,1.99,Aug-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103151079.0,CBC20,2.0,27.04,54.08,2.0,27.04,Fulfilled,54.08,8.0,East,0.0,0.0,Retail,4.98,Aug-2024,Aug-2024,Fulfilled,Fulfilled
Kroger,Kroger,PO00603532,2024-08-08,2024-08-22,3603.16,Short Shipped,2024-08-30,VC007,2024-08-30,1952.58,Florence,Kentucky ,KE,United States,US,41051,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EeyBOAmQF9lCqRKt787llzQB0wXhiGDMw9s1_4sfIuglQQ?e=eN9PJ6,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZiHf2M1CXtJrtzwIYTV95ABLTm07FGbkFItiEgbJ_H4Qw?e=qTDlO9,,,2024-8,8.0,Delivered Late,810103151222.0,CZLQ50,2.0,61.08,122.16,2.0,61.08,Fulfilled,122.16,12.0,East,0.0,0.0,Retail,6.49,Aug-2024,Aug-2024,Fulfilled,Fulfilled
